Da­tum,Vi­deo,Vi­deo­ti­tel,Ver­öf­fent­li­chungs­zeit­punkt des Vi­de­os,Wie­der­ga­be­zeit (Stun­den)
2020-09-05,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1956
2020-09-06,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3663
2020-09-07,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4
2020-09-08,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4481
2020-09-09,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1725
2020-09-10,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4114
2020-09-11,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2117
2020-09-12,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2531
2020-09-13,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2416
2020-09-14,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3037
2020-09-15,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2938
2020-09-16,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4246
2020-09-17,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2578
2020-09-18,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0973
2020-09-19,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5016
2020-09-20,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5688
2020-09-21,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4374
2020-09-22,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.337
2020-09-23,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5838
2020-09-24,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.404
2020-09-25,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2844
2020-09-26,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1209
2020-09-27,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2729
2020-09-28,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2855
2020-09-29,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1581
2020-09-30,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2634
2020-10-01,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1493
2020-10-02,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1166
2020-10-03,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6087
2020-10-04,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.151
2020-10-05,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6414
2020-10-06,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1542
2020-10-07,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0954
2020-10-08,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1644
2020-10-09,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1974
2020-10-10,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2772
2020-10-11,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0
2020-10-12,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4044
2020-10-13,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2311
2020-10-14,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1263
2020-10-15,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1282
2020-10-16,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0709
2020-10-17,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2597
2020-10-18,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5065
2020-10-19,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.279
2020-10-20,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.501
2020-10-21,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4356
2020-10-22,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2013
2020-10-23,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.017
2020-10-24,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2474
2020-10-25,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0369
2020-10-26,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1375
2020-10-27,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1027
2020-10-28,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.075
2020-10-29,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2965
2020-10-30,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1161
2020-10-31,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0281
2020-11-01,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0557
2020-11-02,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.121
2020-11-03,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1809
2020-11-04,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3537
2020-11-05,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3209
2020-11-06,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.001
2020-11-07,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1011
2020-11-08,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2663
2020-11-09,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2586
2020-11-10,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0356
2020-11-11,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0419
2020-11-12,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1391
2020-11-13,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4074
2020-11-14,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0
2020-11-15,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.054
2020-11-16,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2666
2020-11-17,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2418
2020-11-18,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2196
2020-11-19,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2974
2020-11-20,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4614
2020-11-21,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4953
2020-11-22,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.47
2020-11-23,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3104
2020-11-24,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2417
2020-11-25,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0963
2020-11-26,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5753
2020-11-27,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.8709
2020-11-28,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5383
2020-11-29,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5724
2020-11-30,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4342
2020-12-01,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2813
2020-12-02,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4245
2020-12-03,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.204
2020-12-04,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1758
2020-12-05,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3315
2020-12-06,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4534
2020-12-07,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4816
2020-12-08,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3689
2020-12-09,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6716
2020-12-10,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2587
2020-12-11,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3017
2020-12-12,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1391
2020-12-13,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.149
2020-12-14,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2273
2020-12-15,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.769
2020-12-16,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4416
2020-12-17,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.237
2020-12-18,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1079
2020-12-19,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2098
2020-12-20,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1549
2020-12-21,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0911
2020-12-22,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2022
2020-12-23,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1546
2020-12-24,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0
2020-12-25,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0
2020-12-26,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3212
2020-12-27,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2685
2020-12-28,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1992
2020-12-29,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1065
2020-12-30,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3982
2020-12-31,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.0801
2021-01-01,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1017
2021-01-02,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7353
2021-01-03,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1144
2021-01-04,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4753
2021-01-05,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2786
2021-01-06,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6853
2021-01-07,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4149
2021-01-08,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4328
2021-01-09,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4158
2021-01-10,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6348
2021-01-11,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6852
2021-01-12,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5869
2021-01-13,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.9033
2021-01-14,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.3551
2021-01-15,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7134
2021-01-16,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7835
2021-01-17,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5139
2021-01-18,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.3046
2021-01-19,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.8073
2021-01-20,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5761
2021-01-21,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7947
2021-01-22,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5409
2021-01-23,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7136
2021-01-24,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6919
2021-01-25,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5018
2021-01-26,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4798
2021-01-27,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.8739
2021-01-28,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7116
2021-01-29,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5394
2021-01-30,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6366
2021-01-31,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6943
2021-02-01,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4765
2021-02-02,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.8299
2021-02-03,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.5184
2021-02-04,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.0619
2021-02-05,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4515
2021-02-06,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.8008
2021-02-07,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.2974
2021-02-08,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.7808
2021-02-09,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6273
2021-02-10,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5098
2021-02-11,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4932
2021-02-12,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4447
2021-02-13,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6946
2021-02-14,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6919
2021-02-15,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.1327
2021-02-16,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4853
2021-02-17,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6735
2021-02-18,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.4798
2021-02-19,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.521
2021-02-20,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6707
2021-02-21,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.0397
2021-02-22,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.2046
2021-02-23,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.8215
2021-02-24,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.5344
2021-02-25,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6743
2021-02-26,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.1505
2021-02-27,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.0078
2021-02-28,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",1.0177
2021-03-01,GF1A89pZ29s,Was ist das Konfidenzintervall für den Erwartungswert einer Normalverteilung bei bekannter Varianz?,"Jun 26, 2019",0.6483
