Da­tum,Vi­deo,Vi­deo­ti­tel,Ver­öf­fent­li­chungs­zeit­punkt des Vi­de­os,Wie­der­ga­be­zeit (Stun­den)
2020-03-31,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0568
2020-04-01,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1196
2020-04-02,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0522
2020-04-03,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.005
2020-04-04,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1223
2020-04-05,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5114
2020-04-06,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2522
2020-04-07,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0
2020-04-08,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0079
2020-04-09,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.003
2020-04-10,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0
2020-04-11,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0124
2020-04-12,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0404
2020-04-13,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1852
2020-04-14,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1165
2020-04-15,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8643
2020-04-16,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1522
2020-04-17,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5277
2020-04-18,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.343
2020-04-19,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0667
2020-04-20,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2147
2020-04-21,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2834
2020-04-22,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0004
2020-04-23,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1054
2020-04-24,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0589
2020-04-25,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2626
2020-04-26,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0
2020-04-27,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4495
2020-04-28,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2735
2020-04-29,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2242
2020-04-30,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2607
2020-05-01,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4005
2020-05-02,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2634
2020-05-03,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.424
2020-05-04,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.349
2020-05-05,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.2362
2020-05-06,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2528
2020-05-07,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3981
2020-05-08,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.6969
2020-05-09,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.0676
2020-05-10,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.803
2020-05-11,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1208
2020-05-12,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5064
2020-05-13,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4229
2020-05-14,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8086
2020-05-15,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8164
2020-05-16,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2305
2020-05-17,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2633
2020-05-18,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4123
2020-05-19,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7351
2020-05-20,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4932
2020-05-21,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3443
2020-05-22,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8281
2020-05-23,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9398
2020-05-24,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9381
2020-05-25,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5819
2020-05-26,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.753
2020-05-27,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3286
2020-05-28,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1249
2020-05-29,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0591
2020-05-30,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1302
2020-05-31,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3468
2020-06-01,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3895
2020-06-02,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1511
2020-06-03,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6246
2020-06-04,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5879
2020-06-05,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7248
2020-06-06,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6384
2020-06-07,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6785
2020-06-08,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7386
2020-06-09,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.0866
2020-06-10,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1617
2020-06-11,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1983
2020-06-12,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1711
2020-06-13,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0042
2020-06-14,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.0726
2020-06-15,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.1603
2020-06-16,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4765
2020-06-17,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4492
2020-06-18,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0419
2020-06-19,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.2197
2020-06-20,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7768
2020-06-21,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.683
2020-06-22,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.1924
2020-06-23,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3599
2020-06-24,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8135
2020-06-25,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.996
2020-06-26,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3036
2020-06-27,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.0046
2020-06-28,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7454
2020-06-29,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.804
2020-06-30,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3861
2020-07-01,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7316
2020-07-02,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.477
2020-07-03,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2479
2020-07-04,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7423
2020-07-05,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4121
2020-07-06,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.8321
2020-07-07,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6834
2020-07-08,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.147
2020-07-09,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5371
2020-07-10,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.0082
2020-07-11,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",2.5403
2020-07-12,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",3.464
2020-07-13,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.543
2020-07-14,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.5715
2020-07-15,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6701
2020-07-16,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",2.0425
2020-07-17,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8749
2020-07-18,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6139
2020-07-19,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.1916
2020-07-20,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.2289
2020-07-21,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7376
2020-07-22,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.4721
2020-07-23,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.2607
2020-07-24,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9335
2020-07-25,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",2.6789
2020-07-26,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",2.0283
2020-07-27,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.3509
2020-07-28,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4015
2020-07-29,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6308
2020-07-30,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.6947
2020-07-31,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0638
2020-08-01,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9658
2020-08-02,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5189
2020-08-03,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.5396
2020-08-04,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",2.3427
2020-08-05,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7475
2020-08-06,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7722
2020-08-07,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0275
2020-08-08,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2557
2020-08-09,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9296
2020-08-10,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.0195
2020-08-11,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.2452
2020-08-12,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5042
2020-08-13,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4491
2020-08-14,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0173
2020-08-15,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2912
2020-08-16,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.489
2020-08-17,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9996
2020-08-18,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4499
2020-08-19,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2825
2020-08-20,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1045
2020-08-21,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0246
2020-08-22,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1529
2020-08-23,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3971
2020-08-24,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5005
2020-08-25,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1578
2020-08-26,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1594
2020-08-27,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",1.1106
2020-08-28,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7281
2020-08-29,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6736
2020-08-30,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0943
2020-08-31,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1172
2020-09-01,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2006
2020-09-02,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.9768
2020-09-03,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2287
2020-09-04,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.352
2020-09-05,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1331
2020-09-06,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0517
2020-09-07,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5201
2020-09-08,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6793
2020-09-09,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6611
2020-09-10,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4445
2020-09-11,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1346
2020-09-12,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6173
2020-09-13,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1582
2020-09-14,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.8388
2020-09-15,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3101
2020-09-16,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.6238
2020-09-17,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.831
2020-09-18,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.84
2020-09-19,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.2761
2020-09-20,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.3381
2020-09-21,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.7399
2020-09-22,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.687
2020-09-23,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.4913
2020-09-24,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.5292
2020-09-25,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.0821
2020-09-26,54KAouDP7ho,Wie funktioniert die Maximum Likelihood Schätzung?,"Dec 12, 2018",0.1059
